country,iso2c,iso3c,year,fdi,status,lastupdated,region,capital,longitude,latitude,income,lending
East Asia & Pacific,Z4,EAS,2018,599764583832.725,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2017,557362039502.184,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1988,25777793319.3404,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1987,21167805534.1094,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1986,13718329642.5426,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1998,98167597421.4803,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1997,109178291166.276,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1995,89651923008.8907,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2008,387381489815.831,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2009,287565601483.086,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2006,288013550917.782,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2021,741209465260.409,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1981,9003513278.89856,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1980,5994729553.82953,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1970,1906973498.1,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2016,529224878722.137,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2015,617512943682.377,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2014,631305184326.533,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2013,591246978380.916,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2012,516808800426.902,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1996,94206961320.2099,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1984,6385573830.65392,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2010,497025175773.889,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1971,2243066837,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1983,9088217943.42728,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1982,8478001553.60996,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1976,3451126412.42471,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1979,4786996829.79147,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1978,4079689976.40552,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1977,3025173435.46482,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,2011,560738088448.916,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1975,3396343571.5537,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1974,3526963191.11046,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1985,7361236504.01868,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1973,2014579663.02403,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific,Z4,EAS,1972,2650359015.62394,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2012,304703017760.429,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2011,337211277477.956,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2009,156052480287.725,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1982,2402953612.33293,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2008,211786617876.821,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1980,1376936767.17258,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2010,298452792445.198,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1978,1135772959.89307,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1977,1001681449.00282,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1976,1404340314.5379,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1979,924555968.888299,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1971,514955384.5,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1985,2948205676.24678,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1988,6738630060.2031,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1984,2837398519.27008,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1983,2818960513.35525,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1999,53023921804.7513,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1998,59556894377.2719,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1981,2273131439.4936,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2021,421529701794.823,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2007,193557974395.864,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2006,152545244572.044,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2005,129274070942.129,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1975,1873082205.89357,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1974,1164907900.89541,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1970,417482884.6,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1972,533905576.7,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2013,361774786415.971,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2001,52300514762.3068,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2000,48073486629.5117,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2019,260344532064.63,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1997,63348378747.1611,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1996,58560367769.0322,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2020,302830107767.277,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1973,1023388711.3,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2018,311287651854.572,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2017,240046006494.076,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2016,220294533410.954,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1995,50702277671.7281,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1986,3115986509.39046,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1987,3923247338.26571,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1989,8353613404.98347,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2004,83287174353.472,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1994,45467354630.0693,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1993,38807970566.1859,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1992,21343807238.3666,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2015,306236496002.993,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2014,329634013054.047,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1990,10395966798.8454,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,1991,13163288081.817,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2003,68473375421.3402,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (excluding high income),4E,EAP,2002,63365890143.4208,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1976,1404340314.5379,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1977,1001681449.00282,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1978,1135772959.89307,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1990,10389726608.6454,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1975,1873082205.89357,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1974,1164907900.89541,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2017,240058838915.976,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1991,13160916720.317,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2019,260314637054.33,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2018,311285698326.072,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1970,417482884.6,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2016,220205216139.254,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1973,1023388711.3,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1972,533905576.7,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1979,924555968.888299,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1992,21338095435.0666,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2020,302823769061.677,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2006,152781035505.544,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2005,129280050929.129,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1989,8353410404.98347,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1988,6738494060.2031,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1987,3923113338.26571,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1986,3115673509.39046,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1985,2948205676.24678,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1984,2837398519.27008,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1983,2818960513.35525,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1982,2402953612.33293,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1993,38802115566.3859,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2021,421511584936.923,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2009,155966132190.025,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2008,211615652599.221,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2007,193535920942.864,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2004,83222215167.672,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2003,68416161818.8402,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2002,63360293929.1208,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2015,306158288970.993,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2014,329569915628.947,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2013,361655043772.071,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2012,304497804873.029,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1971,514955384.5,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1981,2273131439.4936,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1994,45467084630.0693,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1995,50702277671.7281,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1998,59496975476.9719,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2001,52320355716.9068,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2000,48076240453.0117,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1999,53026891035.3513,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1996,58558294983.0322,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1997,63348869786.5611,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2010,298439207224.898,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,1980,1376936767.17258,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
East Asia & Pacific (IDA & IBRD countries),T4,TEA,2011,337108152491.356,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Ecuador,EC,ECU,2021,638211150.926888,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2020,1103737900.76401,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2019,974518496.243027,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2018,1388896763.14022,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2017,629557412.259197,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2016,764134868.12224,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2015,1322701337.30748,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2014,772389946.091118,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2013,727081206.263418,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2012,567417300.85638,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2011,646084358.687904,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2010,165893320.363638,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2009,308629890.109,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2008,1057404020.15482,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2007,193872526.93,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2006,271428852.53,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2005,493413835.545644,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2004,836939593.895645,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2003,871513414.023619,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2002,783261009.55,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2001,538568575.17,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,2000,-23439367.9139981,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1999,648410000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1998,869980000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1997,723950000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1996,499680000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1995,452480000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1994,576330000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1993,473720000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1992,178000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1991,160000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1990,126000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1989,160000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1988,155000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1987,123000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1986,81000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1985,62000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1984,50000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1983,50000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1982,40000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1981,60000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1980,70000000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1979,63400000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1978,48600000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1977,34500000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1976,-19900000,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1975,95299999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1974,76799999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1973,52299999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1972,80799999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1971,162099999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
Ecuador,EC,ECU,1970,88599999.9,,2022-12-22,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2021,5122300000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2020,5851800000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2019,9010100000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2018,8141300000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2017,7408700000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2016,8106800000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2015,6925200000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2014,4612200000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2013,4192200000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2012,2797700000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2011,-482700000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2010,6385600000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2009,6711600000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2008,9494600000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2007,11578100000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2006,10042800000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2005,5375600000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2004,1253300000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2003,237400000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2002,646900000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
"Egypt, Arab Rep.",EG,EGY,2001,509900000,,2022-12-22,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
